year,season,round,team,updated
2007,2007/08,GS,CSKA Moscow,2023-06-16
2007,2007/08,GS,Fenerbahçe,2023-06-16
2007,2007/08,GS,Internazionale,2023-06-16
2007,2007/08,GS,PSV Eindhoven,2023-06-16
2007,2007/08,GS,Fenerbahçe,2023-06-16
2007,2007/08,GS,Internazionale,2023-06-16
2007,2007/08,GS,PSV Eindhoven,2023-06-16
2007,2007/08,GS,CSKA Moscow,2023-06-16
2007,2007/08,GS,AS Roma,2023-06-16
2007,2007/08,GS,Sporting CP Lisbon,2023-06-16
2007,2007/08,GS,Dinamo Kiev,2023-06-16
2007,2007/08,GS,Manchester United,2023-06-16
2007,2007/08,GS,Dinamo Kiev,2023-06-16
2007,2007/08,GS,Sporting CP Lisbon,2023-06-16
2007,2007/08,GS,Manchester United,2023-06-16
2007,2007/08,GS,AS Roma,2023-06-16
2007,2007/08,GS,Sporting CP Lisbon,2023-06-16
2007,2007/08,GS,Manchester United,2023-06-16
2007,2007/08,GS,AS Roma,2023-06-16
2007,2007/08,GS,Dinamo Kiev,2023-06-16
2007,2007/08,GS,Glasgow Rangers,2023-06-16
2007,2007/08,GS,FC Barcelona,2023-06-16
2007,2007/08,GS,VfB Stuttgart,2023-06-16
2007,2007/08,GS,Olympique Lyon,2023-06-16
2007,2007/08,GS,VfB Stuttgart,2023-06-16
2007,2007/08,GS,FC Barcelona,2023-06-16
2007,2007/08,GS,Olympique Lyon,2023-06-16
2007,2007/08,GS,Glasgow Rangers,2023-06-16
2007,2007/08,GS,FC Barcelona,2023-06-16
2007,2007/08,GS,Olympique Lyon,2023-06-16
2007,2007/08,GS,Glasgow Rangers,2023-06-16
2007,2007/08,GS,VfB Stuttgart,2023-06-16
2007,2007/08,GS,AC Milan,2023-06-16
2007,2007/08,GS,Shakhtar Donetsk,2023-06-16
2007,2007/08,GS,Benfica,2023-06-16
2007,2007/08,GS,Celtic,2023-06-16
2007,2007/08,GS,Benfica,2023-06-16
2007,2007/08,GS,Shakhtar Donetsk,2023-06-16
2007,2007/08,GS,Celtic,2023-06-16
2007,2007/08,GS,AC Milan,2023-06-16
2007,2007/08,GS,Shakhtar Donetsk,2023-06-16
2007,2007/08,GS,Celtic,2023-06-16
2007,2007/08,GS,AC Milan,2023-06-16
2007,2007/08,GS,Benfica,2023-06-16
2007,2007/08,GS,Real Madrid,2023-06-16
2007,2007/08,GS,Olympiakos Piraeus,2023-06-16
2007,2007/08,GS,Werder Bremen,2023-06-16
2007,2007/08,GS,Lazio,2023-06-16
2007,2007/08,GS,Werder Bremen,2023-06-16
2007,2007/08,GS,Olympiakos Piraeus,2023-06-16
2007,2007/08,GS,Lazio,2023-06-16
2007,2007/08,GS,Real Madrid,2023-06-16
2007,2007/08,GS,Olympiakos Piraeus,2023-06-16
2007,2007/08,GS,Lazio,2023-06-16
2007,2007/08,GS,Real Madrid,2023-06-16
2007,2007/08,GS,Werder Bremen,2023-06-16
2007,2007/08,GS,Chelsea,2023-06-16
2007,2007/08,GS,Schalke 04,2023-06-16
2007,2007/08,GS,Rosenborg BK,2023-06-16
2007,2007/08,GS,Valencia,2023-06-16
2007,2007/08,GS,Rosenborg BK,2023-06-16
2007,2007/08,GS,Schalke 04,2023-06-16
2007,2007/08,GS,Valencia,2023-06-16
2007,2007/08,GS,Chelsea,2023-06-16
2007,2007/08,GS,Schalke 04,2023-06-16
2007,2007/08,GS,Valencia,2023-06-16
2007,2007/08,GS,Chelsea,2023-06-16
2007,2007/08,GS,Rosenborg BK,2023-06-16
2007,2007/08,GS,Olympique Marseille,2023-06-16
2007,2007/08,GS,FC Porto,2023-06-16
2007,2007/08,GS,Besiktas,2023-06-16
2007,2007/08,GS,Liverpool,2023-06-16
2007,2007/08,GS,Besiktas,2023-06-16
2007,2007/08,GS,FC Porto,2023-06-16
2007,2007/08,GS,Liverpool,2023-06-16
2007,2007/08,GS,Olympique Marseille,2023-06-16
2007,2007/08,GS,FC Porto,2023-06-16
2007,2007/08,GS,Liverpool,2023-06-16
2007,2007/08,GS,Olympique Marseille,2023-06-16
2007,2007/08,GS,Besiktas,2023-06-16
2008,2008/09,F,FC Barcelona,2023-06-16
2008,2008/09,F,Manchester United,2023-06-16
2008,2008/09,SF,FC Barcelona,2023-06-16
2008,2008/09,SF,Chelsea,2023-06-16
2008,2008/09,SF,Manchester United,2023-06-16
2008,2008/09,SF,Arsenal,2023-06-16
2008,2008/09,QF,FC Barcelona,2023-06-16
2008,2008/09,QF,Bayern München,2023-06-16
2008,2008/09,QF,Liverpool,2023-06-16
2008,2008/09,QF,Chelsea,2023-06-16
2008,2008/09,QF,Manchester United,2023-06-16
2008,2008/09,QF,FC Porto,2023-06-16
2008,2008/09,QF,Villarreal,2023-06-16
2008,2008/09,QF,Arsenal,2023-06-16
2008,2008/09,R16,Sporting CP Lisbon,2023-06-16
2008,2008/09,R16,Bayern München,2023-06-16
2008,2008/09,R16,Villarreal,2023-06-16
2008,2008/09,R16,Panathinaikos,2023-06-16
2008,2008/09,R16,Chelsea,2023-06-16
2008,2008/09,R16,Juventus,2023-06-16
2008,2008/09,R16,Real Madrid,2023-06-16
2008,2008/09,R16,Liverpool,2023-06-16
2008,2008/09,R16,Internazionale,2023-06-16
2008,2008/09,R16,Manchester United,2023-06-16
2008,2008/09,R16,Arsenal,2023-06-16
2008,2008/09,R16,AS Roma,2023-06-16
2008,2008/09,R16,Olympique Lyon,2023-06-16
2008,2008/09,R16,FC Barcelona,2023-06-16
2008,2008/09,R16,Atlético Madrid,2023-06-16
2008,2008/09,R16,FC Porto,2023-06-16
2008,2008/09,GS,Juventus,2023-06-16
2008,2008/09,GS,Real Madrid,2023-06-16
2008,2008/09,GS,Zenit St. Petersburg,2023-06-16
2008,2008/09,GS,BATE Borisov,2023-06-16
2008,2008/09,GS,Zenit St. Petersburg,2023-06-16
2008,2008/09,GS,Real Madrid,2023-06-16
2008,2008/09,GS,BATE Borisov,2023-06-16
2008,2008/09,GS,Juventus,2023-06-16
2008,2008/09,GS,Real Madrid,2023-06-16
2008,2008/09,GS,BATE Borisov,2023-06-16
2008,2008/09,GS,Juventus,2023-06-16
2008,2008/09,GS,Zenit St. Petersburg,2023-06-16
2008,2008/09,GS,FC Porto,2023-06-16
2008,2008/09,GS,Dinamo Kiev,2023-06-16
2008,2008/09,GS,Fenerbahçe,2023-06-16
2008,2008/09,GS,Arsenal,2023-06-16
2008,2008/09,GS,Fenerbahçe,2023-06-16
2008,2008/09,GS,Dinamo Kiev,2023-06-16
2008,2008/09,GS,Arsenal,2023-06-16
2008,2008/09,GS,FC Porto,2023-06-16
2008,2008/09,GS,Dinamo Kiev,2023-06-16
2008,2008/09,GS,Arsenal,2023-06-16
2008,2008/09,GS,FC Porto,2023-06-16
2008,2008/09,GS,Fenerbahçe,2023-06-16
2008,2008/09,GS,Steaua Bucuresti,2023-06-16
2008,2008/09,GS,Olympique Lyon,2023-06-16
2008,2008/09,GS,Bayern München,2023-06-16
2008,2008/09,GS,Fiorentina,2023-06-16
2008,2008/09,GS,Bayern München,2023-06-16
2008,2008/09,GS,Olympique Lyon,2023-06-16
2008,2008/09,GS,Fiorentina,2023-06-16
2008,2008/09,GS,Steaua Bucuresti,2023-06-16
2008,2008/09,GS,Olympique Lyon,2023-06-16
2008,2008/09,GS,Fiorentina,2023-06-16
2008,2008/09,GS,Steaua Bucuresti,2023-06-16
2008,2008/09,GS,Bayern München,2023-06-16
2008,2008/09,GS,Manchester United,2023-06-16
2008,2008/09,GS,Celtic,2023-06-16
2008,2008/09,GS,Villarreal,2023-06-16
2008,2008/09,GS,AaB Aalborg,2023-06-16
2008,2008/09,GS,Villarreal,2023-06-16
2008,2008/09,GS,Celtic,2023-06-16
2008,2008/09,GS,AaB Aalborg,2023-06-16
2008,2008/09,GS,Manchester United,2023-06-16
2008,2008/09,GS,Celtic,2023-06-16
2008,2008/09,GS,AaB Aalborg,2023-06-16
2008,2008/09,GS,Manchester United,2023-06-16
2008,2008/09,GS,Villarreal,2023-06-16
2008,2008/09,GS,PSV Eindhoven,2023-06-16
2008,2008/09,GS,Olympique Marseille,2023-06-16
2008,2008/09,GS,Atlético Madrid,2023-06-16
2008,2008/09,GS,Liverpool,2023-06-16
2008,2008/09,GS,Atlético Madrid,2023-06-16
2008,2008/09,GS,Olympique Marseille,2023-06-16
2008,2008/09,GS,Liverpool,2023-06-16
2008,2008/09,GS,PSV Eindhoven,2023-06-16
2008,2008/09,GS,Olympique Marseille,2023-06-16
2008,2008/09,GS,Liverpool,2023-06-16
2008,2008/09,GS,PSV Eindhoven,2023-06-16
2008,2008/09,GS,Atlético Madrid,2023-06-16
2008,2008/09,GS,FC Basel,2023-06-16
2008,2008/09,GS,FC Barcelona,2023-06-16
2008,2008/09,GS,Shakhtar Donetsk,2023-06-16
2008,2008/09,GS,Sporting CP Lisbon,2023-06-16
2008,2008/09,GS,Shakhtar Donetsk,2023-06-16
2008,2008/09,GS,FC Barcelona,2023-06-16
2008,2008/09,GS,Sporting CP Lisbon,2023-06-16
2008,2008/09,GS,FC Basel,2023-06-16
2008,2008/09,GS,FC Barcelona,2023-06-16
2008,2008/09,GS,Sporting CP Lisbon,2023-06-16
2008,2008/09,GS,FC Basel,2023-06-16
2008,2008/09,GS,Shakhtar Donetsk,2023-06-16
2008,2008/09,GS,Panathinaikos,2023-06-16
2008,2008/09,GS,Werder Bremen,2023-06-16
2008,2008/09,GS,Internazionale,2023-06-16
2008,2008/09,GS,Anorthosis Famagusta,2023-06-16
2008,2008/09,GS,Internazionale,2023-06-16
2008,2008/09,GS,Werder Bremen,2023-06-16
2008,2008/09,GS,Anorthosis Famagusta,2023-06-16
2008,2008/09,GS,Panathinaikos,2023-06-16
2008,2008/09,GS,Werder Bremen,2023-06-16
2008,2008/09,GS,Anorthosis Famagusta,2023-06-16
2008,2008/09,GS,Panathinaikos,2023-06-16
2008,2008/09,GS,Internazionale,2023-06-16
2008,2008/09,GS,Chelsea,2023-06-16
2008,2008/09,GS,AS Roma,2023-06-16
2008,2008/09,GS,Girondins Bordeaux,2023-06-16
2008,2008/09,GS,CFR Cluj,2023-06-16
2008,2008/09,GS,Girondins Bordeaux,2023-06-16
2008,2008/09,GS,AS Roma,2023-06-16
2008,2008/09,GS,CFR Cluj,2023-06-16
2008,2008/09,GS,Chelsea,2023-06-16
2008,2008/09,GS,AS Roma,2023-06-16
2008,2008/09,GS,CFR Cluj,2023-06-16
2008,2008/09,GS,Chelsea,2023-06-16
2008,2008/09,GS,Girondins Bordeaux,2023-06-16
2009,2009/10,F,Internazionale,2023-06-16
2009,2009/10,F,Bayern München,2023-06-16
2009,2009/10,SF,Internazionale,2023-06-16
2009,2009/10,SF,FC Barcelona,2023-06-16
2009,2009/10,SF,Bayern München,2023-06-16
2009,2009/10,SF,Olympique Lyon,2023-06-16
2009,2009/10,QF,Internazionale,2023-06-16
2009,2009/10,QF,CSKA Moscow,2023-06-16
2009,2009/10,QF,Arsenal,2023-06-16
2009,2009/10,QF,FC Barcelona,2023-06-16
2009,2009/10,QF,Bayern München,2023-06-16
2009,2009/10,QF,Manchester United,2023-06-16
2009,2009/10,QF,Olympique Lyon,2023-06-16
2009,2009/10,QF,Girondins Bordeaux,2023-06-16
2009,2009/10,R16,AC Milan,2023-06-16
2009,2009/10,R16,Manchester United,2023-06-16
2009,2009/10,R16,FC Porto,2023-06-16
2009,2009/10,R16,Arsenal,2023-06-16
2009,2009/10,R16,Olympique Lyon,2023-06-16
2009,2009/10,R16,Real Madrid,2023-06-16
2009,2009/10,R16,CSKA Moscow,2023-06-16
2009,2009/10,R16,Sevilla,2023-06-16
2009,2009/10,R16,Bayern München,2023-06-16
2009,2009/10,R16,Fiorentina,2023-06-16
2009,2009/10,R16,Internazionale,2023-06-16
2009,2009/10,R16,Chelsea,2023-06-16
2009,2009/10,R16,Olympiakos Piraeus,2023-06-16
2009,2009/10,R16,Girondins Bordeaux,2023-06-16
2009,2009/10,R16,VfB Stuttgart,2023-06-16
2009,2009/10,R16,FC Barcelona,2023-06-16
2009,2009/10,GS,Olympiakos Piraeus,2023-06-16
2009,2009/10,GS,Standard Liège,2023-06-16
2009,2009/10,GS,AZ Alkmaar,2023-06-16
2009,2009/10,GS,Arsenal,2023-06-16
2009,2009/10,GS,AZ Alkmaar,2023-06-16
2009,2009/10,GS,Standard Liège,2023-06-16
2009,2009/10,GS,Arsenal,2023-06-16
2009,2009/10,GS,Olympiakos Piraeus,2023-06-16
2009,2009/10,GS,Standard Liège,2023-06-16
2009,2009/10,GS,Arsenal,2023-06-16
2009,2009/10,GS,Olympiakos Piraeus,2023-06-16
2009,2009/10,GS,AZ Alkmaar,2023-06-16
2009,2009/10,GS,VfB Stuttgart,2023-06-16
2009,2009/10,GS,Sevilla,2023-06-16
2009,2009/10,GS,Glasgow Rangers,2023-06-16
2009,2009/10,GS,Unirea Urziceni,2023-06-16
2009,2009/10,GS,Glasgow Rangers,2023-06-16
2009,2009/10,GS,Sevilla,2023-06-16
2009,2009/10,GS,Unirea Urziceni,2023-06-16
2009,2009/10,GS,VfB Stuttgart,2023-06-16
2009,2009/10,GS,Sevilla,2023-06-16
2009,2009/10,GS,Unirea Urziceni,2023-06-16
2009,2009/10,GS,VfB Stuttgart,2023-06-16
2009,2009/10,GS,Glasgow Rangers,2023-06-16
2009,2009/10,GS,Internazionale,2023-06-16
2009,2009/10,GS,Dinamo Kiev,2023-06-16
2009,2009/10,GS,FC Barcelona,2023-06-16
2009,2009/10,GS,Rubin Kazan,2023-06-16
2009,2009/10,GS,FC Barcelona,2023-06-16
2009,2009/10,GS,Dinamo Kiev,2023-06-16
2009,2009/10,GS,Rubin Kazan,2023-06-16
2009,2009/10,GS,Internazionale,2023-06-16
2009,2009/10,GS,Dinamo Kiev,2023-06-16
2009,2009/10,GS,Rubin Kazan,2023-06-16
2009,2009/10,GS,Internazionale,2023-06-16
2009,2009/10,GS,FC Barcelona,2023-06-16
2009,2009/10,GS,Liverpool,2023-06-16
2009,2009/10,GS,Olympique Lyon,2023-06-16
2009,2009/10,GS,DVSC Debrecen,2023-06-16
2009,2009/10,GS,Fiorentina,2023-06-16
2009,2009/10,GS,DVSC Debrecen,2023-06-16
2009,2009/10,GS,Olympique Lyon,2023-06-16
2009,2009/10,GS,Fiorentina,2023-06-16
2009,2009/10,GS,Liverpool,2023-06-16
2009,2009/10,GS,Olympique Lyon,2023-06-16
2009,2009/10,GS,Fiorentina,2023-06-16
2009,2009/10,GS,Liverpool,2023-06-16
2009,2009/10,GS,DVSC Debrecen,2023-06-16
2009,2009/10,GS,Chelsea,2023-06-16
2009,2009/10,GS,Atlético Madrid,2023-06-16
2009,2009/10,GS,FC Porto,2023-06-16
2009,2009/10,GS,APOEL Nicosia,2023-06-16
2009,2009/10,GS,FC Porto,2023-06-16
2009,2009/10,GS,Atlético Madrid,2023-06-16
2009,2009/10,GS,APOEL Nicosia,2023-06-16
2009,2009/10,GS,Chelsea,2023-06-16
2009,2009/10,GS,Atlético Madrid,2023-06-16
2009,2009/10,GS,APOEL Nicosia,2023-06-16
2009,2009/10,GS,Chelsea,2023-06-16
2009,2009/10,GS,FC Porto,2023-06-16
2009,2009/10,GS,FC Zürich,2023-06-16
2009,2009/10,GS,Olympique Marseille,2023-06-16
2009,2009/10,GS,Real Madrid,2023-06-16
2009,2009/10,GS,AC Milan,2023-06-16
2009,2009/10,GS,Real Madrid,2023-06-16
2009,2009/10,GS,Olympique Marseille,2023-06-16
2009,2009/10,GS,AC Milan,2023-06-16
2009,2009/10,GS,FC Zürich,2023-06-16
2009,2009/10,GS,Olympique Marseille,2023-06-16
2009,2009/10,GS,AC Milan,2023-06-16
2009,2009/10,GS,FC Zürich,2023-06-16
2009,2009/10,GS,Real Madrid,2023-06-16
2009,2009/10,GS,VfL Wolfsburg,2023-06-16
2009,2009/10,GS,Besiktas,2023-06-16
2009,2009/10,GS,CSKA Moscow,2023-06-16
2009,2009/10,GS,Manchester United,2023-06-16
2009,2009/10,GS,CSKA Moscow,2023-06-16
2009,2009/10,GS,Besiktas,2023-06-16
2009,2009/10,GS,Manchester United,2023-06-16
2009,2009/10,GS,VfL Wolfsburg,2023-06-16
2009,2009/10,GS,Besiktas,2023-06-16
2009,2009/10,GS,Manchester United,2023-06-16
2009,2009/10,GS,VfL Wolfsburg,2023-06-16
2009,2009/10,GS,CSKA Moscow,2023-06-16
2009,2009/10,GS,Juventus,2023-06-16
2009,2009/10,GS,Maccabi Haifa,2023-06-16
2009,2009/10,GS,Girondins Bordeaux,2023-06-16
2009,2009/10,GS,Bayern München,2023-06-16
2009,2009/10,GS,Girondins Bordeaux,2023-06-16
2009,2009/10,GS,Maccabi Haifa,2023-06-16
2009,2009/10,GS,Bayern München,2023-06-16
2009,2009/10,GS,Juventus,2023-06-16
2009,2009/10,GS,Maccabi Haifa,2023-06-16
2009,2009/10,GS,Bayern München,2023-06-16
2009,2009/10,GS,Juventus,2023-06-16
2009,2009/10,GS,Girondins Bordeaux,2023-06-16
2010,2010/11,F,FC Barcelona,2023-06-16
2010,2010/11,F,Manchester United,2023-06-16
2010,2010/11,SF,Real Madrid,2023-06-16
2010,2010/11,SF,FC Barcelona,2023-06-16
2010,2010/11,SF,Schalke 04,2023-06-16
2010,2010/11,SF,Manchester United,2023-06-16
2010,2010/11,QF,FC Barcelona,2023-06-16
2010,2010/11,QF,Shakhtar Donetsk,2023-06-16
2010,2010/11,QF,Chelsea,2023-06-16
2010,2010/11,QF,Manchester United,2023-06-16
2010,2010/11,QF,Internazionale,2023-06-16
2010,2010/11,QF,Schalke 04,2023-06-16
2010,2010/11,QF,Real Madrid,2023-06-16
2010,2010/11,QF,Tottenham Hotspur,2023-06-16
2010,2010/11,R16,FC København,2023-06-16
2010,2010/11,R16,Chelsea,2023-06-16
2010,2010/11,R16,Olympique Marseille,2023-06-16
2010,2010/11,R16,Manchester United,2023-06-16
2010,2010/11,R16,Arsenal,2023-06-16
2010,2010/11,R16,FC Barcelona,2023-06-16
2010,2010/11,R16,Olympique Lyon,2023-06-16
2010,2010/11,R16,Real Madrid,2023-06-16
2010,2010/11,R16,Internazionale,2023-06-16
2010,2010/11,R16,Bayern München,2023-06-16
2010,2010/11,R16,Valencia,2023-06-16
2010,2010/11,R16,Schalke 04,2023-06-16
2010,2010/11,R16,AC Milan,2023-06-16
2010,2010/11,R16,Tottenham Hotspur,2023-06-16
2010,2010/11,R16,AS Roma,2023-06-16
2010,2010/11,R16,Shakhtar Donetsk,2023-06-16
2010,2010/11,GS,Arsenal,2023-06-16
2010,2010/11,GS,Shakhtar Donetsk,2023-06-16
2010,2010/11,GS,Sporting Braga,2023-06-16
2010,2010/11,GS,Partizan Belgrade,2023-06-16
2010,2010/11,GS,Sporting Braga,2023-06-16
2010,2010/11,GS,Shakhtar Donetsk,2023-06-16
2010,2010/11,GS,Partizan Belgrade,2023-06-16
2010,2010/11,GS,Arsenal,2023-06-16
2010,2010/11,GS,Shakhtar Donetsk,2023-06-16
2010,2010/11,GS,Partizan Belgrade,2023-06-16
2010,2010/11,GS,Arsenal,2023-06-16
2010,2010/11,GS,Sporting Braga,2023-06-16
2010,2010/11,GS,Real Madrid,2023-06-16
2010,2010/11,GS,AC Milan,2023-06-16
2010,2010/11,GS,Ajax,2023-06-16
2010,2010/11,GS,AJ Auxerre,2023-06-16
2010,2010/11,GS,Ajax,2023-06-16
2010,2010/11,GS,AC Milan,2023-06-16
2010,2010/11,GS,AJ Auxerre,2023-06-16
2010,2010/11,GS,Real Madrid,2023-06-16
2010,2010/11,GS,AC Milan,2023-06-16
2010,2010/11,GS,AJ Auxerre,2023-06-16
2010,2010/11,GS,Real Madrid,2023-06-16
2010,2010/11,GS,Ajax,2023-06-16
2010,2010/11,GS,Olympique Marseille,2023-06-16
2010,2010/11,GS,MSK Zilina,2023-06-16
2010,2010/11,GS,Spartak Moscow,2023-06-16
2010,2010/11,GS,Chelsea,2023-06-16
2010,2010/11,GS,Spartak Moscow,2023-06-16
2010,2010/11,GS,MSK Zilina,2023-06-16
2010,2010/11,GS,Chelsea,2023-06-16
2010,2010/11,GS,Olympique Marseille,2023-06-16
2010,2010/11,GS,MSK Zilina,2023-06-16
2010,2010/11,GS,Chelsea,2023-06-16
2010,2010/11,GS,Olympique Marseille,2023-06-16
2010,2010/11,GS,Spartak Moscow,2023-06-16
2010,2010/11,GS,Bayern München,2023-06-16
2010,2010/11,GS,CFR Cluj,2023-06-16
2010,2010/11,GS,AS Roma,2023-06-16
2010,2010/11,GS,FC Basel,2023-06-16
2010,2010/11,GS,AS Roma,2023-06-16
2010,2010/11,GS,CFR Cluj,2023-06-16
2010,2010/11,GS,FC Basel,2023-06-16
2010,2010/11,GS,Bayern München,2023-06-16
2010,2010/11,GS,CFR Cluj,2023-06-16
2010,2010/11,GS,FC Basel,2023-06-16
2010,2010/11,GS,Bayern München,2023-06-16
2010,2010/11,GS,AS Roma,2023-06-16
2010,2010/11,GS,FC Barcelona,2023-06-16
2010,2010/11,GS,FC København,2023-06-16
2010,2010/11,GS,Panathinaikos,2023-06-16
2010,2010/11,GS,Rubin Kazan,2023-06-16
2010,2010/11,GS,Panathinaikos,2023-06-16
2010,2010/11,GS,FC København,2023-06-16
2010,2010/11,GS,Rubin Kazan,2023-06-16
2010,2010/11,GS,FC Barcelona,2023-06-16
2010,2010/11,GS,FC København,2023-06-16
2010,2010/11,GS,Rubin Kazan,2023-06-16
2010,2010/11,GS,FC Barcelona,2023-06-16
2010,2010/11,GS,Panathinaikos,2023-06-16
2010,2010/11,GS,Manchester United,2023-06-16
2010,2010/11,GS,Bursaspor,2023-06-16
2010,2010/11,GS,Glasgow Rangers,2023-06-16
2010,2010/11,GS,Valencia,2023-06-16
2010,2010/11,GS,Glasgow Rangers,2023-06-16
2010,2010/11,GS,Bursaspor,2023-06-16
2010,2010/11,GS,Valencia,2023-06-16
2010,2010/11,GS,Manchester United,2023-06-16
2010,2010/11,GS,Bursaspor,2023-06-16
2010,2010/11,GS,Valencia,2023-06-16
2010,2010/11,GS,Manchester United,2023-06-16
2010,2010/11,GS,Glasgow Rangers,2023-06-16
2010,2010/11,GS,Olympique Lyon,2023-06-16
2010,2010/11,GS,Benfica,2023-06-16
2010,2010/11,GS,Schalke 04,2023-06-16
2010,2010/11,GS,Hapoel Tel-Aviv,2023-06-16
2010,2010/11,GS,Schalke 04,2023-06-16
2010,2010/11,GS,Benfica,2023-06-16
2010,2010/11,GS,Hapoel Tel-Aviv,2023-06-16
2010,2010/11,GS,Olympique Lyon,2023-06-16
2010,2010/11,GS,Benfica,2023-06-16
2010,2010/11,GS,Hapoel Tel-Aviv,2023-06-16
2010,2010/11,GS,Olympique Lyon,2023-06-16
2010,2010/11,GS,Schalke 04,2023-06-16
2010,2010/11,GS,FC Twente Enschede,2023-06-16
2010,2010/11,GS,Werder Bremen,2023-06-16
2010,2010/11,GS,Internazionale,2023-06-16
2010,2010/11,GS,Tottenham Hotspur,2023-06-16
2010,2010/11,GS,Internazionale,2023-06-16
2010,2010/11,GS,Werder Bremen,2023-06-16
2010,2010/11,GS,Tottenham Hotspur,2023-06-16
2010,2010/11,GS,FC Twente Enschede,2023-06-16
2010,2010/11,GS,Werder Bremen,2023-06-16
2010,2010/11,GS,Tottenham Hotspur,2023-06-16
2010,2010/11,GS,FC Twente Enschede,2023-06-16
2010,2010/11,GS,Internazionale,2023-06-16
2011,2011/12,F,Bayern München,2023-06-16
2011,2011/12,F,Chelsea,2023-06-16
2011,2011/12,SF,Chelsea,2023-06-16
2011,2011/12,SF,FC Barcelona,2023-06-16
2011,2011/12,SF,Bayern München,2023-06-16
2011,2011/12,SF,Real Madrid,2023-06-16
2011,2011/12,QF,AC Milan,2023-06-16
2011,2011/12,QF,FC Barcelona,2023-06-16
2011,2011/12,QF,Benfica,2023-06-16
2011,2011/12,QF,Chelsea,2023-06-16
2011,2011/12,QF,Olympique Marseille,2023-06-16
2011,2011/12,QF,Bayern München,2023-06-16
2011,2011/12,QF,APOEL Nicosia,2023-06-16
2011,2011/12,QF,Real Madrid,2023-06-16
2011,2011/12,R16,Olympique Marseille,2023-06-16
2011,2011/12,R16,Internazionale,2023-06-16
2011,2011/12,R16,Zenit St. Petersburg,2023-06-16
2011,2011/12,R16,Benfica,2023-06-16
2011,2011/12,R16,CSKA Moscow,2023-06-16
2011,2011/12,R16,Real Madrid,2023-06-16
2011,2011/12,R16,Bayer Leverkusen,2023-06-16
2011,2011/12,R16,FC Barcelona,2023-06-16
2011,2011/12,R16,FC Basel,2023-06-16
2011,2011/12,R16,Bayern München,2023-06-16
2011,2011/12,R16,AC Milan,2023-06-16
2011,2011/12,R16,Arsenal,2023-06-16
2011,2011/12,R16,Napoli,2023-06-16
2011,2011/12,R16,Chelsea,2023-06-16
2011,2011/12,R16,Olympique Lyon,2023-06-16
2011,2011/12,R16,APOEL Nicosia,2023-06-16
2011,2011/12,GS,FC Barcelona,2023-06-16
2011,2011/12,GS,Viktoria Plzen,2023-06-16
2011,2011/12,GS,AC Milan,2023-06-16
2011,2011/12,GS,BATE Borisov,2023-06-16
2011,2011/12,GS,AC Milan,2023-06-16
2011,2011/12,GS,Viktoria Plzen,2023-06-16
2011,2011/12,GS,BATE Borisov,2023-06-16
2011,2011/12,GS,FC Barcelona,2023-06-16
2011,2011/12,GS,Viktoria Plzen,2023-06-16
2011,2011/12,GS,BATE Borisov,2023-06-16
2011,2011/12,GS,FC Barcelona,2023-06-16
2011,2011/12,GS,AC Milan,2023-06-16
2011,2011/12,GS,FC Porto,2023-06-16
2011,2011/12,GS,APOEL Nicosia,2023-06-16
2011,2011/12,GS,Shakhtar Donetsk,2023-06-16
2011,2011/12,GS,Zenit St. Petersburg,2023-06-16
2011,2011/12,GS,Shakhtar Donetsk,2023-06-16
2011,2011/12,GS,APOEL Nicosia,2023-06-16
2011,2011/12,GS,Zenit St. Petersburg,2023-06-16
2011,2011/12,GS,FC Porto,2023-06-16
2011,2011/12,GS,APOEL Nicosia,2023-06-16
2011,2011/12,GS,Zenit St. Petersburg,2023-06-16
2011,2011/12,GS,FC Porto,2023-06-16
2011,2011/12,GS,Shakhtar Donetsk,2023-06-16
2011,2011/12,GS,Olympiakos Piraeus,2023-06-16
2011,2011/12,GS,Borussia Dortmund,2023-06-16
2011,2011/12,GS,Olympique Marseille,2023-06-16
2011,2011/12,GS,Arsenal,2023-06-16
2011,2011/12,GS,Olympique Marseille,2023-06-16
2011,2011/12,GS,Borussia Dortmund,2023-06-16
2011,2011/12,GS,Arsenal,2023-06-16
2011,2011/12,GS,Olympiakos Piraeus,2023-06-16
2011,2011/12,GS,Borussia Dortmund,2023-06-16
2011,2011/12,GS,Arsenal,2023-06-16
2011,2011/12,GS,Olympiakos Piraeus,2023-06-16
2011,2011/12,GS,Olympique Marseille,2023-06-16
2011,2011/12,GS,Chelsea,2023-06-16
2011,2011/12,GS,Racing Genk,2023-06-16
2011,2011/12,GS,Bayer Leverkusen,2023-06-16
2011,2011/12,GS,Valencia,2023-06-16
2011,2011/12,GS,Bayer Leverkusen,2023-06-16
2011,2011/12,GS,Racing Genk,2023-06-16
2011,2011/12,GS,Valencia,2023-06-16
2011,2011/12,GS,Chelsea,2023-06-16
2011,2011/12,GS,Racing Genk,2023-06-16
2011,2011/12,GS,Valencia,2023-06-16
2011,2011/12,GS,Chelsea,2023-06-16
2011,2011/12,GS,Bayer Leverkusen,2023-06-16
2011,2011/12,GS,Dinamo Zagreb,2023-06-16
2011,2011/12,GS,Ajax,2023-06-16
2011,2011/12,GS,Real Madrid,2023-06-16
2011,2011/12,GS,Olympique Lyon,2023-06-16
2011,2011/12,GS,Real Madrid,2023-06-16
